takenAt,watermark,battery,temperature,humidity
2021-06-20 07:05:14.146600,1,13.65161,12.3,59.3
2021-06-20 07:06:14.868589,0,13.67016,12.2,59.3
2021-06-20 07:07:15.591047,0,13.67016,12.2,59.4
2021-06-20 07:08:16.316671,0,13.67016,12.2,59.4
2021-06-20 07:09:17.039736,0,13.65161,12.2,59.4
2021-06-20 07:10:17.780474,0,13.67016,12.2,59.4
2021-06-20 07:11:18.500717,1,13.65161,12.2,59.4
2021-06-20 07:12:19.225072,0,13.67016,12.2,59.5
2021-06-20 07:13:19.946904,0,13.65161,12.2,59.5
2021-06-20 07:14:20.671035,0,13.65161,12.1,59.5
2021-06-20 07:15:21.393446,0,13.67016,12.1,59.5
2021-06-20 07:16:22.118301,0,13.67016,12.1,59.5
2021-06-20 07:17:22.845468,0,13.67016,12.1,59.6
2021-06-20 07:18:23.570827,1,13.67016,12.1,59.6
2021-06-20 07:19:24.298662,0,13.67016,12.1,59.6
2021-06-20 07:20:24.908079,0,13.67016,12.1,59.6
2021-06-20 07:21:25.635223,2,13.65161,12.1,59.7
2021-06-20 07:22:26.338630,0,13.67016,12.1,59.7
2021-06-20 07:23:27.084597,1,13.67016,12,59.7
2021-06-20 07:24:27.809979,0,13.67016,12,59.7
2021-06-20 07:25:28.536979,0,13.67016,12,59.7
2021-06-20 07:26:29.260818,0,13.65161,12,59.7
2021-06-20 07:27:29.999616,1,13.67016,12,59.7
2021-06-20 07:28:30.723324,0,13.67016,12,59.8
2021-06-20 07:29:31.447512,0,13.65161,12,59.8
2021-06-20 07:30:32.172215,0,13.65161,11.9,59.8
2021-06-20 07:31:32.897559,1,13.65161,12,59.8
2021-06-20 07:32:33.620875,0,13.65161,11.9,59.8
2021-06-20 07:33:34.346688,1,13.65161,11.9,59.9
2021-06-20 07:34:35.069722,0,13.65161,11.9,59.9
2021-06-20 07:35:35.793616,1,13.67016,11.9,59.9
2021-06-20 07:36:36.517736,0,13.67016,11.9,59.9
2021-06-20 07:37:37.127316,1,13.65161,11.9,60
2021-06-20 07:38:37.851911,0,13.67016,11.9,60
2021-06-20 07:39:38.576967,0,13.65161,11.8,60
2021-06-20 07:40:39.299900,0,13.65161,11.8,60
2021-06-20 07:41:40.024830,0,13.65161,11.8,60
2021-06-20 07:42:40.748863,1,13.67016,11.8,60
2021-06-20 07:43:41.471775,0,13.67016,11.8,60
2021-06-20 07:44:42.207821,1,13.65161,11.8,60.1
2021-06-20 07:45:42.931568,0,13.65161,11.8,60.2
2021-06-20 07:46:43.757045,2,13.65161,11.8,60.2
2021-06-20 07:47:44.479867,1,13.65161,11.7,60.2
2021-06-20 07:48:45.102788,2,13.65161,11.7,60.2
2021-06-20 07:49:45.826858,0,13.67016,11.7,60.2
2021-06-20 07:50:46.453846,0,13.65161,11.7,60.3
2021-06-20 07:51:47.275026,0,13.65161,11.6,60.2
2021-06-20 07:52:48.099677,0,13.65161,11.7,60.3
2021-06-20 07:53:48.605657,0,13.67016,11.6,60.3
2021-06-20 07:54:49.334190,1,13.65161,11.6,60.3
2021-06-20 07:55:50.056858,0,13.65161,11.6,60.3
2021-06-20 07:56:50.780683,0,13.65161,11.6,60.3
2021-06-20 07:57:51.478795,0,13.65161,11.6,60.4
2021-06-20 07:58:52.228184,1,13.65161,11.6,60.4
2021-06-20 07:59:52.953730,1,13.65161,11.6,60.5
2021-06-20 08:00:53.676623,1,13.67016,11.5,60.4
2021-06-20 08:01:54.512046,1,13.65161,11.5,60.5
2021-06-20 08:02:55.235262,1,13.65161,11.5,60.5
2021-06-20 08:03:55.959965,0,13.65161,11.5,60.5
2021-06-20 08:04:56.685194,0,13.65161,11.4,60.4
2021-06-20 08:05:57.407709,1,13.65161,11.5,60.6
2021-06-20 08:06:58.131277,0,13.65161,11.4,60.5
2021-06-20 08:07:58.854864,0,13.65161,11.4,60.6
2021-06-20 08:08:59.579621,1,13.65161,11.4,60.6
2021-06-20 08:10:00.303557,0,13.65161,11.4,60.6
2021-06-20 08:11:01.027080,2,13.65161,11.4,60.6
2021-06-20 08:12:01.538627,1,13.65161,11.3,60.6
2021-06-20 08:13:02.261878,0,13.63306,11.3,60.6
2021-06-20 08:14:02.985388,2,13.65161,11.3,60.6
2021-06-20 08:15:03.709587,0,13.63306,11.3,60.7
2021-06-20 08:16:04.592407,0,13.63306,11.3,60.7
2021-06-20 08:17:05.118976,1,13.63306,11.3,60.7
2021-06-20 08:18:06.106353,0,13.63306,11.3,60.7
2021-06-20 08:19:06.778044,0,13.65161,11.2,60.7
2021-06-20 08:20:07.314919,1,13.65161,11.2,60.7
2021-06-20 08:21:08.160242,0,13.65161,11.2,60.7
2021-06-20 08:22:08.708039,1,13.65161,11.2,60.8
2021-06-20 08:23:09.425221,0,13.65161,11.2,60.8
2021-06-20 08:24:10.145086,0,13.63306,11.1,60.8
2021-06-20 08:25:11.057748,0,13.65161,11.1,60.8
2021-06-20 08:26:11.781260,0,13.63306,11.1,60.9
2021-06-20 08:27:12.505041,0,13.65161,11.1,60.9
2021-06-20 08:28:13.229603,0,13.65161,11.1,60.9
2021-06-20 08:29:13.742914,0,13.65161,11.1,61
2021-06-20 08:30:14.468716,0,13.65161,11.1,61
2021-06-20 08:31:15.189969,0,13.65161,11.1,61
2021-06-20 08:32:15.914917,0,13.65161,11.1,61
2021-06-20 08:33:16.642247,1,13.65161,11.1,61.1
2021-06-20 08:34:17.365334,0,13.65161,11,61
2021-06-20 08:35:18.085028,0,13.65161,11,61.1
2021-06-20 08:36:18.917350,0,13.63306,11,61.1
2021-06-20 08:37:19.640273,0,13.65161,11,61.2
2021-06-20 08:38:20.363694,0,13.65161,11,61.2
2021-06-20 08:39:21.087870,1,13.63306,11,61.2
2021-06-20 08:40:21.812815,0,13.63306,11,61.2
2021-06-20 08:41:22.534835,1,13.63306,11,61.3
2021-06-20 08:42:23.259410,0,13.63306,11,61.4
2021-06-20 08:43:23.984386,0,13.63306,10.9,61.3
2021-06-20 08:44:24.706757,0,13.65161,10.9,61.4
2021-06-20 08:45:25.431138,0,13.63306,10.9,61.4
2021-06-20 08:46:25.949051,0,13.65161,10.9,61.4
2021-06-20 08:47:26.674363,0,13.65161,10.9,61.4
2021-06-20 08:48:27.396699,0,13.65161,10.9,61.5
2021-06-20 08:49:28.120586,0,13.63306,10.8,61.4
2021-06-20 08:50:28.843747,1,13.63306,10.8,61.4
2021-06-20 08:51:29.568358,1,13.65161,10.8,61.5
2021-06-20 08:52:30.296981,0,13.65161,10.8,61.5
2021-06-20 08:53:31.121273,0,13.63306,10.8,61.5
2021-06-20 08:54:31.844214,2,13.63306,10.8,61.5
2021-06-20 08:55:32.566777,0,13.63306,10.8,61.5
2021-06-20 08:56:33.291137,0,13.63306,10.8,61.5
2021-06-20 08:57:34.015251,0,13.63306,10.7,61.5
2021-06-20 08:58:34.738111,0,13.63306,10.7,61.5
2021-06-20 08:59:35.462184,0,13.63306,10.7,61.5
2021-06-20 09:00:36.185512,0,13.63306,10.7,61.6
2021-06-20 09:01:36.908713,0,13.63306,10.7,61.7
2021-06-20 09:02:37.631770,1,13.63306,10.7,61.7
2021-06-20 09:03:38.149616,0,13.63306,10.7,61.7
2021-06-20 09:04:38.870744,0,13.63306,10.7,61.8
2021-06-20 09:05:39.595627,0,13.63306,10.7,61.8
2021-06-20 09:06:40.318836,0,13.63306,10.6,61.7
2021-06-20 09:07:41.041832,0,13.63306,10.7,61.8
2021-06-20 09:08:41.765245,0,13.63306,10.6,61.8
2021-06-20 09:09:42.488846,0,13.63306,10.6,61.8
2021-06-20 09:10:43.213575,0,13.63306,10.6,61.9
2021-06-20 09:11:44.039192,0,13.63306,10.6,61.9
2021-06-20 09:12:44.762841,0,13.63306,10.6,61.9
2021-06-20 09:13:45.486022,0,13.63306,10.6,61.9
2021-06-20 09:14:46.210084,0,13.63306,10.6,62
2021-06-20 09:15:46.931944,0,13.63306,10.6,62
2021-06-20 09:16:47.657642,2,13.63306,10.6,62.1
2021-06-20 09:17:48.380331,0,13.63306,10.6,62.1
2021-06-20 09:18:49.102717,0,13.63306,10.6,62.1
2021-06-20 09:19:49.827498,0,13.63306,10.6,62.1
2021-06-20 09:20:50.551362,1,13.63306,10.6,62.2
2021-06-20 09:21:51.073280,0,13.63306,10.6,62.2
2021-06-20 09:22:51.794148,0,13.63306,10.6,62.2
2021-06-20 09:23:52.517968,0,13.63306,10.6,62.2
2021-06-20 09:24:53.242383,0,13.63306,10.6,62.3
2021-06-20 09:25:53.963717,2,13.63306,10.6,62.3
2021-06-20 09:26:54.689837,0,13.63306,10.6,62.4
2021-06-20 09:27:55.413279,0,13.63306,10.6,62.4
2021-06-20 09:28:56.238569,1,13.61452,10.6,62.4
2021-06-20 09:29:56.961934,0,13.63306,10.6,62.4
2021-06-20 09:30:57.686300,0,13.61452,10.6,62.4
2021-06-20 09:31:58.410768,0,13.63306,10.6,62.4
2021-06-20 09:32:59.134555,0,13.63306,10.6,62.5
2021-06-20 09:33:59.857169,0,13.61452,10.6,62.5
2021-06-20 09:35:00.581060,0,13.63306,10.6,62.5
2021-06-20 09:36:01.304771,0,13.61452,10.6,62.5
2021-06-20 09:37:02.028281,0,13.61452,10.6,62.5
2021-06-20 09:38:02.752281,0,13.61452,10.6,62.6
2021-06-20 09:39:03.273798,0,13.61452,10.6,62.6
2021-06-20 09:40:03.997231,0,13.63306,10.6,62.6
2021-06-20 09:41:04.699779,1,13.61452,10.6,62.7
2021-06-20 09:42:05.667384,0,13.61452,10.6,62.7
2021-06-20 09:43:06.344191,1,13.63306,10.6,62.7
2021-06-20 09:44:06.872423,0,13.63306,10.7,62.8
2021-06-20 09:45:07.568820,0,13.63306,10.7,62.9
2021-06-20 09:46:08.287702,0,13.63306,10.7,62.9
2021-06-20 09:47:09.003883,0,13.63306,10.7,62.9
2021-06-20 09:48:09.721882,0,13.61452,10.7,62.9
2021-06-20 09:49:10.610336,1,13.61452,10.7,62.9
2021-06-20 09:50:11.332988,0,13.61452,10.7,62.9
2021-06-20 09:51:12.057405,2,13.63306,10.7,62.9
2021-06-20 09:52:12.780697,0,13.63306,10.7,62.9
2021-06-20 09:53:13.504723,0,13.61452,10.8,63.1
2021-06-20 09:54:14.227813,1,13.61452,10.7,63
2021-06-20 09:55:14.951983,2,13.61452,10.7,63
2021-06-20 09:56:15.474583,0,13.61452,10.8,63.1
2021-06-20 09:57:16.200064,1,13.63306,10.8,63.1
2021-06-20 09:58:16.922703,0,13.61452,10.8,63.2
2021-06-20 09:59:17.647272,1,13.61452,10.8,63.2
2021-06-20 10:00:18.370779,0,13.61452,10.8,63.2
2021-06-20 10:01:19.094744,0,13.61452,10.8,63.2
2021-06-20 10:02:19.818014,1,13.63306,10.8,63.2
2021-06-20 10:03:20.640591,1,13.61452,10.8,63.3
2021-06-20 10:04:21.363408,0,13.61452,10.8,63.3
2021-06-20 10:05:22.086683,0,13.61452,10.8,63.4
2021-06-20 10:06:22.809571,0,13.61452,10.8,63.4
2021-06-20 10:07:23.533862,0,13.61452,10.8,63.4
2021-06-20 10:08:24.257117,1,13.61452,10.9,63.4
2021-06-20 10:09:24.980329,0,13.61452,10.9,63.5
2021-06-20 10:10:25.705356,0,13.61452,10.9,63.5
2021-06-20 10:11:26.428705,0,13.61452,10.9,63.5
2021-06-20 10:12:27.151399,0,13.61452,10.9,63.5
2021-06-20 10:13:27.673571,0,13.61452,11,63.6
2021-06-20 10:14:28.400459,2,13.61452,11,63.6
2021-06-20 10:15:29.125827,0,13.61452,11,63.6
2021-06-20 10:16:29.849297,0,13.61452,11,63.7
2021-06-20 10:17:30.572934,0,13.61452,11,63.7
2021-06-20 10:18:31.297566,0,13.61452,11.1,63.7
2021-06-20 10:19:32.022004,0,13.61452,11.1,63.7
2021-06-20 10:20:32.838195,0,13.61452,11.1,63.7
2021-06-20 10:21:33.561994,0,13.59597,11.1,63.8
2021-06-20 10:22:34.286355,1,13.61452,11.1,63.8
2021-06-20 10:23:35.009242,1,13.61452,11.1,63.8
2021-06-20 10:24:35.733026,0,13.59597,11.1,63.9
2021-06-20 10:25:36.456558,1,13.61452,11.1,63.9
2021-06-20 10:26:37.180251,0,13.61452,11.2,63.9
2021-06-20 10:27:37.904964,0,13.61452,11.2,63.9
2021-06-20 10:28:38.628313,0,13.61452,11.2,63.9
2021-06-20 10:29:39.351488,1,13.61452,11.2,64
2021-06-20 10:30:39.880236,1,13.61452,11.2,64
2021-06-20 10:31:40.604461,0,13.61452,11.2,63.9
2021-06-20 10:32:41.326579,1,13.61452,11.2,63.9
2021-06-20 10:33:42.050051,0,13.59597,11.3,64
2021-06-20 10:34:42.773051,1,13.61452,11.2,64
2021-06-20 10:35:43.498420,0,13.61452,11.3,64.1
2021-06-20 10:36:44.221333,0,13.61452,11.3,64.1
2021-06-20 10:37:45.038781,1,13.59597,11.3,64.1
2021-06-20 10:38:45.761698,0,13.61452,11.3,64.1
2021-06-20 10:39:46.487176,0,13.59597,11.3,64.1
2021-06-20 10:40:47.210461,0,13.59597,11.3,64.1
2021-06-20 10:41:47.933055,0,13.61452,11.3,64.1
2021-06-20 10:42:48.656832,1,13.59597,11.3,64.2
2021-06-20 10:43:49.381415,0,13.61452,11.3,64.2
2021-06-20 10:44:50.104212,0,13.59597,11.3,64.2
2021-06-20 10:45:50.828425,0,13.59597,11.4,64.2
2021-06-20 10:46:51.551167,1,13.59597,11.4,64.2
2021-06-20 10:47:52.082072,0,13.59597,11.4,64.2
2021-06-20 10:48:52.807701,0,13.59597,11.4,64.2
2021-06-20 10:49:53.529347,0,13.61452,11.4,64.3
2021-06-20 10:50:54.255255,0,13.59597,11.4,64.3
2021-06-20 10:51:54.978190,0,13.59597,11.4,64.3
2021-06-20 10:52:55.702254,0,13.61452,11.4,64.3
2021-06-20 10:53:56.425724,0,13.61452,11.4,64.3
2021-06-20 10:54:57.239283,0,13.61452,11.4,64.3
2021-06-20 10:55:57.964047,1,13.59597,11.4,64.3
2021-06-20 10:56:58.687204,0,13.59597,11.4,64.3
2021-06-20 10:57:59.411448,1,13.59597,11.4,64.3
2021-06-20 10:59:00.134929,1,13.59597,11.4,64.3
2021-06-20 11:00:00.858219,0,13.61452,11.4,64.3
2021-06-20 11:01:01.581709,1,13.59597,11.5,64.4
2021-06-20 11:02:02.305584,0,13.59597,11.5,64.4
2021-06-20 11:03:03.029924,1,13.59597,11.5,64.4
2021-06-20 11:04:03.752318,0,13.59597,11.5,64.4
2021-06-20 11:05:04.374244,0,13.59597,11.5,64.4
2021-06-20 11:06:05.028884,0,13.59597,11.5,64.4
2021-06-20 11:07:05.917757,0,13.59597,11.5,64.4
2021-06-20 11:08:06.435184,0,13.59597,11.5,64.4
2021-06-20 11:09:07.261366,2,13.61452,11.5,64.4
2021-06-20 11:10:08.071965,0,13.59597,11.5,64.4
2021-06-20 11:11:08.578482,0,13.57742,11.5,64.4
2021-06-20 11:12:09.298469,1,13.59597,11.5,64.4
2021-06-20 11:13:10.013825,0,13.59597,11.5,64.4
2021-06-20 11:14:10.888310,0,13.59597,11.5,64.4
2021-06-20 11:15:11.611591,0,13.59597,11.5,64.5
2021-06-20 11:16:12.335795,1,13.59597,11.5,64.5
2021-06-20 11:17:13.059674,0,13.61452,11.6,64.6
2021-06-20 11:18:13.784320,0,13.59597,11.6,64.6
2021-06-20 11:19:14.507560,0,13.59597,11.6,64.6
2021-06-20 11:20:15.232904,0,13.59597,11.6,64.6
2021-06-20 11:21:15.765627,0,13.59597,11.6,64.6
2021-06-20 11:22:16.490229,0,13.59597,11.6,64.6
2021-06-20 11:23:17.216038,0,13.59597,11.6,64.6
2021-06-20 11:24:17.913032,0,13.59597,11.6,64.6
2021-06-20 11:25:18.663644,1,13.59597,11.6,64.6
2021-06-20 11:26:19.387098,1,13.59597,11.6,64.6
2021-06-20 11:27:20.112565,0,13.59597,11.6,64.6
2021-06-20 11:28:20.923052,0,13.57742,11.6,64.6
2021-06-20 11:29:21.646796,0,13.59597,11.6,64.6
2021-06-20 11:30:22.372067,0,13.57742,11.6,64.6
2021-06-20 11:31:23.096074,0,13.57742,11.6,64.6
2021-06-20 11:32:23.819968,0,13.59597,11.6,64.6
2021-06-20 11:33:24.542980,0,13.57742,11.6,64.6
2021-06-20 11:34:25.267879,0,13.59597,11.7,64.7
2021-06-20 11:35:25.991057,0,13.57742,11.7,64.7
2021-06-20 11:36:26.715067,0,13.59597,11.7,64.7
2021-06-20 11:37:27.439063,0,13.57742,11.7,64.7
2021-06-20 11:38:27.974265,0,13.59597,11.7,64.7
2021-06-20 11:39:28.699381,0,13.59597,11.7,64.7
2021-06-20 11:40:29.422124,1,13.59597,11.7,64.7
2021-06-20 11:41:30.146755,0,13.59597,11.7,64.7
2021-06-20 11:42:30.870375,0,13.59597,11.7,64.7
2021-06-20 11:43:31.593711,0,13.59597,11.7,64.7
2021-06-20 11:44:32.318383,0,13.59597,11.7,64.7
2021-06-20 11:45:33.129534,0,13.57742,11.7,64.7
2021-06-20 11:46:33.852104,1,13.59597,11.7,64.7
2021-06-20 11:47:34.575335,0,13.57742,11.7,64.8
2021-06-20 11:48:35.299705,1,13.57742,11.8,64.8
2021-06-20 11:49:35.938067,1,13.57742,11.8,64.9
2021-06-20 11:50:36.747289,0,13.57742,11.8,64.8
2021-06-20 11:51:37.469540,1,13.59597,11.8,64.8
2021-06-20 11:52:38.192665,0,13.57742,11.8,64.8
2021-06-20 11:53:38.915474,0,13.59597,11.8,64.8
2021-06-20 11:54:39.638327,0,13.59597,11.8,64.8
2021-06-20 11:55:40.175075,0,13.57742,11.8,64.8
2021-06-20 11:56:40.901703,0,13.59597,11.8,64.8
2021-06-20 11:57:41.621031,0,13.59597,11.8,64.8
2021-06-20 11:58:42.344197,0,13.57742,11.8,64.8
2021-06-20 11:59:43.033255,1,13.59597,11.9,64.9
2021-06-20 12:00:43.793094,0,13.57742,11.9,64.8
2021-06-20 12:01:44.519331,1,13.59597,11.9,64.9
2021-06-20 12:02:45.322821,0,13.59597,11.9,64.8
2021-06-20 12:03:46.045565,0,13.57742,11.9,64.8
2021-06-20 12:04:46.770337,0,13.57742,11.9,64.8
2021-06-20 12:05:47.494017,1,13.59597,11.9,64.8
2021-06-20 12:06:48.216673,1,13.57742,11.9,64.8
2021-06-20 12:07:48.939794,0,13.57742,11.9,64.7
2021-06-20 12:08:49.664416,0,13.57742,11.9,64.7
2021-06-20 12:09:50.386678,1,13.59597,11.9,64.8
2021-06-20 12:10:51.110971,0,13.57742,11.9,64.8
2021-06-20 12:11:51.836324,0,13.57742,11.9,64.8
2021-06-20 12:12:52.374057,0,13.57742,11.9,64.8
2021-06-20 12:13:53.096851,0,13.59597,12,64.9
2021-06-20 12:14:53.821902,0,13.59597,12,64.9
2021-06-20 12:15:54.544527,0,13.59597,12,64.9
2021-06-20 12:16:55.269157,0,13.57742,12,64.9
2021-06-20 12:17:55.992759,1,13.57742,12,64.9
2021-06-20 12:18:56.716391,0,13.57742,12,64.8
2021-06-20 12:19:57.521632,0,13.57742,12,64.8
2021-06-20 12:20:58.245290,0,13.57742,12,64.8
2021-06-20 12:21:58.968876,0,13.57742,12,64.7
2021-06-20 12:22:59.693082,0,13.57742,12,64.7
2021-06-20 12:24:00.416115,0,13.59597,12,64.7
2021-06-20 12:25:01.138787,0,13.59597,12.1,64.8
2021-06-20 12:26:01.862721,1,13.57742,12,64.7
2021-06-20 12:27:02.588127,1,13.57742,12.1,64.8
2021-06-20 12:28:03.312667,0,13.57742,12,64.7
2021-06-20 12:29:03.852156,0,13.57742,12,64.7
2021-06-20 12:30:04.563715,0,13.57742,12.1,64.7
2021-06-20 12:31:05.313681,1,13.59597,12.1,64.7
2021-06-20 12:32:06.007588,0,13.57742,12.1,64.7
2021-06-20 12:33:06.836508,2,13.59597,12.1,64.8
2021-06-20 12:34:07.551924,0,13.59597,12.1,64.8
2021-06-20 12:35:08.177525,0,13.59597,12.1,64.8
2021-06-20 12:36:08.870122,0,13.59597,12.1,64.9
2021-06-20 12:37:09.588063,0,13.59597,12.1,64.9
2021-06-20 12:38:10.306094,0,13.61452,12.1,64.9
2021-06-20 12:39:11.170837,0,13.61452,12.1,64.9
2021-06-20 12:40:11.894728,0,13.61452,12.1,64.9
2021-06-20 12:41:12.540048,2,13.61452,12.2,65
2021-06-20 12:42:13.343125,0,13.59597,12.1,64.9
2021-06-20 12:43:13.896241,2,13.61452,12.2,65
2021-06-20 12:44:14.789725,1,13.59597,12.2,65
2021-06-20 12:45:15.514734,0,13.59597,12.2,65
2021-06-20 12:46:16.055913,0,13.59597,12.2,65
2021-06-20 12:47:16.781485,1,13.59597,12.2,65
2021-06-20 12:48:17.503728,0,13.61452,12.2,65
2021-06-20 12:49:18.226451,0,13.61452,12.2,65
2021-06-20 12:50:18.952682,0,13.61452,12.2,65
2021-06-20 12:51:19.675676,0,13.61452,12.2,65
2021-06-20 12:52:20.399270,1,13.61452,12.3,65.1
2021-06-20 12:53:21.201578,0,13.61452,12.3,65.2
2021-06-20 12:54:21.924049,0,13.61452,12.3,65.2
2021-06-20 12:55:22.648518,0,13.57742,12.3,65.1
2021-06-20 12:56:23.373813,0,13.59597,12.3,65.2
2021-06-20 12:57:24.096258,0,13.57742,12.3,65.1
2021-06-20 12:58:24.820064,0,13.59597,12.4,65.1
2021-06-20 12:59:25.542631,0,13.57742,12.4,65.1
2021-06-20 13:00:26.266928,0,13.59597,12.4,65.1
2021-06-20 13:01:26.990696,0,13.57742,12.4,65.1
2021-06-20 13:02:27.714842,0,13.59597,12.4,65.1
2021-06-20 13:03:28.260313,0,13.59597,12.4,65
2021-06-20 13:04:28.985462,0,13.59597,12.4,65
2021-06-20 13:05:29.708868,0,13.59597,12.4,65.1
2021-06-20 13:06:30.431783,0,13.61452,12.4,65.1
2021-06-20 13:07:31.156334,0,13.59597,12.4,65.1
2021-06-20 13:08:31.836075,0,13.61452,12.4,65.1
2021-06-20 13:09:32.679233,1,13.61452,12.4,65.2
2021-06-20 13:10:33.402978,0,13.59597,12.4,65.2
2021-06-20 13:11:34.127037,0,13.61452,12.4,65.3
2021-06-20 13:12:34.851705,1,13.61452,12.4,65.3
2021-06-20 13:13:35.574942,1,13.63306,12.5,65.3
2021-06-20 13:14:36.299619,0,13.61452,12.5,65.3
2021-06-20 13:15:37.023268,0,13.61452,12.5,65.3
2021-06-20 13:16:37.746112,0,13.61452,12.5,65.3
2021-06-20 13:17:38.469377,1,13.63306,12.5,65.3
2021-06-20 13:18:39.194383,1,13.61452,12.5,65.3
2021-06-20 13:19:39.742336,0,13.63306,12.5,65.3
2021-06-20 13:20:40.464986,1,13.61452,12.5,65.3
2021-06-20 13:21:41.188509,0,13.63306,12.6,65.4
2021-06-20 13:22:41.914080,1,13.63306,12.6,65.4
2021-06-20 13:23:42.637042,1,13.61452,12.6,65.4
2021-06-20 13:24:43.360448,0,13.63306,12.6,65.4
2021-06-20 13:25:44.083739,0,13.63306,12.6,65.4
2021-06-20 13:26:44.882025,1,13.59597,12.7,65.4
2021-06-20 13:27:45.606109,1,13.61452,12.7,65.4
2021-06-20 13:28:46.329642,1,13.61452,12.7,65.4
2021-06-20 13:29:47.053526,0,13.63306,12.7,65.4
2021-06-20 13:30:47.777725,0,13.63306,12.7,65.4
2021-06-20 13:31:48.501720,0,13.63306,12.7,65.4
2021-06-20 13:32:49.063324,0,13.61452,12.7,65.4
2021-06-20 13:33:49.948675,1,13.61452,12.8,65.4
2021-06-20 13:34:50.673349,0,13.61452,12.8,65.4
2021-06-20 13:35:51.397042,1,13.61452,12.8,65.4
2021-06-20 13:36:51.944827,0,13.61452,12.8,65.4
2021-06-20 13:37:52.669945,0,13.59597,12.9,65.5
2021-06-20 13:38:53.393574,0,13.59597,12.9,65.5
2021-06-20 13:39:54.117373,1,13.57742,12.9,65.5
2021-06-20 13:40:54.841887,0,13.59597,12.9,65.5
2021-06-20 13:41:55.521333,0,13.59597,12.9,65.5
2021-06-20 13:42:56.361261,0,13.57742,12.9,65.4
2021-06-20 13:43:57.013468,0,13.59597,13,65.5
2021-06-20 13:44:57.809228,0,13.59597,13,65.5
2021-06-20 13:45:58.532503,0,13.59597,13,65.5
2021-06-20 13:46:59.250534,0,13.59597,13,65.5
2021-06-20 13:47:59.980615,1,13.59597,13,65.4
2021-06-20 13:49:00.704264,0,13.59597,13,65.4
2021-06-20 13:50:01.427978,0,13.59597,13,65.4
2021-06-20 13:51:02.151986,0,13.57742,13.1,65.5
2021-06-20 13:52:02.876255,0,13.59597,13.1,65.5
2021-06-20 13:53:03.427552,0,13.61452,13.1,65.4
2021-06-20 13:54:04.151543,0,13.63306,13.1,65.4
2021-06-20 13:55:05.027272,1,13.63306,13.1,65.5
2021-06-20 13:56:05.571297,0,13.65161,13.1,65.5
2021-06-20 13:57:06.401482,0,13.63306,13.1,65.5
2021-06-20 13:58:07.238798,0,13.65161,13.2,65.7
2021-06-20 13:59:07.767043,1,13.67016,13.2,65.7
2021-06-20 14:00:08.460414,0,13.68871,13.2,65.7
2021-06-20 14:01:09.158935,0,13.67016,13.2,65.7
2021-06-20 14:02:09.878719,0,13.67016,13.2,65.7
2021-06-20 14:03:10.734802,0,13.65161,13.3,65.7
2021-06-20 14:04:11.459543,0,13.65161,13.3,65.7
2021-06-20 14:05:12.183105,0,13.65161,13.3,65.7
2021-06-20 14:06:12.908034,0,13.63306,13.4,65.7
2021-06-20 14:07:13.630264,0,13.65161,13.3,65.6
2021-06-20 14:08:14.352356,1,13.63306,13.4,65.6
2021-06-20 14:09:14.903524,2,13.63306,13.4,65.6
2021-06-20 14:10:15.626969,0,13.63306,13.4,65.5
2021-06-20 14:11:16.350588,1,13.61452,13.4,65.5
2021-06-20 14:12:17.076799,1,13.61452,13.4,65.5
2021-06-20 14:13:17.798494,1,13.63306,13.4,65.5
2021-06-20 14:14:18.521020,0,13.61452,13.4,65.5
2021-06-20 14:15:19.246060,0,13.61452,13.5,65.5
2021-06-20 14:16:20.035220,0,13.61452,13.4,65.5
2021-06-20 14:17:20.758676,0,13.61452,13.4,65.4
2021-06-20 14:18:21.482457,0,13.61452,13.4,65.5
2021-06-20 14:19:22.205218,1,13.61452,13.5,65.5
2021-06-20 14:20:22.929466,1,13.61452,13.5,65.5
2021-06-20 14:21:23.652217,0,13.61452,13.5,65.5
2021-06-20 14:22:24.376461,0,13.59597,13.5,65.5
2021-06-20 14:23:25.098502,2,13.59597,13.5,65.5
2021-06-20 14:24:25.822462,0,13.61452,13.5,65.5
2021-06-20 14:25:26.549425,0,13.61452,13.5,65.5
2021-06-20 14:26:27.100253,0,13.61452,13.5,65.5
2021-06-20 14:27:27.824177,0,13.61452,13.6,65.6
2021-06-20 14:28:28.547993,0,13.59597,13.5,65.5
2021-06-20 14:29:29.271964,1,13.61452,13.6,65.6
2021-06-20 14:30:29.995130,0,13.61452,13.6,65.6
2021-06-20 14:31:30.719191,0,13.59597,13.6,65.6
2021-06-20 14:32:31.443076,1,13.61452,13.6,65.5
2021-06-20 14:33:32.232220,0,13.63306,13.6,65.5
2021-06-20 14:34:32.955834,1,13.61452,13.6,65.5
2021-06-20 14:35:33.680323,0,13.59597,13.6,65.5
2021-06-20 14:36:34.403455,1,13.61452,13.7,65.5
2021-06-20 14:37:35.126819,2,13.59597,13.7,65.6
2021-06-20 14:38:35.850802,0,13.59597,13.7,65.5
2021-06-20 14:39:36.573535,0,13.61452,13.7,65.5
2021-06-20 14:40:37.297817,0,13.59597,13.7,65.5
2021-06-20 14:41:38.021141,0,13.61452,13.7,65.5
2021-06-20 14:42:38.577385,0,13.59597,13.7,65.5
2021-06-20 14:43:39.303546,1,13.59597,13.7,65.5
2021-06-20 14:44:40.026461,0,13.59597,13.7,65.5
